clean_combined_text,label_model
روسيا تطلق إجراءات اختبارية لتسهيل دخول السياح الأجانب عبر حدودها تأشيرة بدأت روسيا 30 باختبار إجراءات تجريبية تسمح للأجانب القادمين إليها إطار النظام يتطلب تأشيرة بدون فيزا بالتسجيل المسبق وصولهم الحدود,سياسة
المحكمة الجنائية الدولية تجدد مطالبتها للسلطات الليبية باعتقال أسامة نجيم جددت المحكمة الجنائية الدولية دعوتها للسلطات الليبية بالتعاون تنفيذ مذكرة التوقيف الدولية بحق أسامة نجيم وذلك خلفية ارتكابه انتهاكات جسيمة داخل سجن معيتيقة طرابلس,سياسة
فنان الأعراس الأشهر بالأردن يعود سوريا 14 عاما فيديو الفنان الشعبي السوري فرج قداح بلدته الحراك محافظة درعا جنوب سوريا مشهد وثق لحظة اللقاء العائلي غياب استمر 14 عاما,اجتماعي
أرمينيا تعلن بدء محادثات رسمية الاتحاد الأوروبي المجال الدفاعي أعلن وزير الخارجية الأرمني أرارات ميرزويان بدء محادثات رسمية الاتحاد الأوروبي حول التعاون المجال الدفاعي والأمني,سياسة
اختراق طبي مجال زراعة كلى الخنازير البشر بأمان حقق فريق الباحثين اختراقا علميا هاما مجال زراعة كلى الخنازير البشر خلال فهم دقيق لاستجابة الجهاز المناعي البشري وتطوير تدخلات علاجية تقلل خطر رفض العضو المزروع,صحة
أسوأ فكرة الإطلاق كلوب ينتقد وغوارديولا وستويتشكوف يردان أثار يورغن كلوب المدرب السابق لليفربول جدلا واسعا عندما وصف كأس العالم للأندية بنظامها الجديد بأنها أسوأ فكرة تاريخ كرة القدم,رياضة
السيسي يحذر حفتر مخاطر تحوم حول ليبيا وصل القائد العام للجيش الوطني الليبي خليفة حفتر مدينة العلمين الجديدة استقبله الرئيس المصري عبد الفتاح السيسي محذرا مخاطر التدخلات الخارجية,سياسة
عارضة أزياء تظهر لأول مرة بطولة تنس تمويل مسيرتها خلال جلسات التصوير صور ستظهر عارضة الأزياء المحترفة كارسون برانستين لأول مرة ويمبلدون يوم الاثنين ستواجه المرشحة للبطولة والمصنفة الأولى عالميا أرينا سابالينكا الملعب رقم 1,رياضة
غوتيريش المفيد الحد حق النقض الفيتو مجلس الأمن الدولي أعرب الأمين العام للأمم المتحدة أنطونيو غوتيريش اعتقاده بأنه المفيد الحد حق النقض الفيتو مجلس الأمن التابع للمنظمة الأممية,سياسة
بسبب محتوى روحاني نجم مانشستر يونايتد يلغي حفل زواجه كشفت تقارير صحفية تطورات مثيرة حياة النجم الهولندي ماتياس دي ليخت مدافع مانشستر يونايتد ألغى بشكل مفاجئ حفل زفافه شريكته آنيكي مولينار,اجتماعي
تحطم الطائرة الهندية التحقيقات تدرس فرضية التخريب كشف وزير الطيران المدني الهندي التحقيقات الجارية حادث تحطم طائرة بوينغ 7878 دريملاينر التابعة لشركة آير إنديا باتت تدرس الفرضيات احتمال التخريب,سياسة
نذير الطائر الطنان صحيفة مشؤومة ومسدس بطلقة واحدة ذروة أحداث ليلة السكاكين الطويلة أراد أدولف هتلر التخلص أشد منافسيه الزعامة بطريقة اعتقاله أمر تحضر زنزانته صحيفة ومسدس بطلقة واحدة,سياسة
ساعر مهتمون بإقامة علاقات دبلوماسية سوريا ولبنان مرتفعات الجولان ستبقى إسرائيلية أعلن وزير الخارجية الإسرائيلي جدعون ساعر إسرائيل مهتمة بتوسيع دائرة السلام لتشمل سوريا ولبنان أنه شدد أنه اتفاق مستقبلي ستبقى مرتفعات الجولان إسرائيلية,سياسة
إعلام عبري الجارة الجنوبية لإسرائيل تزداد جرأة قال المستشرق الإسرائيلي والمتخصص الشؤون العربية تسفي يحزكيلي السلام البارد مصر يجب يستبدل بحرب باردة معها وإنه يجب يكون الدور عليها إيران,سياسة
الجيش الإسرائيلي يصدر تحذيرا خطيرا لسكان غزة ويدعوهم للتوجه جنوبا أصدر الجيش الإسرائيلي اليوم الاثنين تحذيرا خطيرا لسكان غزة مشيرا قواته تعمل بقوة شديدة جدا عدد المناطق داعيا السكان التوجه جنوبا,سياسة
الأردن توسع التحقيقات كارثة الكحول وإغلاق مصانع مشبوهة وفاة 7 أشخاص توسعت التحقيقات الرسمية قضية الكحول الميثيلي الميثانول تسببت بوفاة أشخاص محافظة الزرقاء الأردنية,اجتماعي
السودان وفاة 239 طفلا بشمال دارفور بسبب الجوع ونقص الدواء أعلن الفريق الطبي التابع لشبكة أطباء السودان توثيق وفاة 239 طفلا نتيجة سوء التغذية ونقص الغذاء والدواء بولاية دارفور وذلك خلال الفترة الممتدة وحتى الحالي,اقتصاد
الخارجية الإيرانية يتم اتخاذ قرار نهائي بشأن المفاوضات المقبلة الترويكا الأوروبية أكدت الخارجية الإيرانية مطلب إيران الاعتراف الدولي بأن إسرائيل البادئة بالعدوان مشيرة أنه يتم اتخاذ قرار نهائي بشأن المفاوضات المقبلة الترويكا الأوروبية,سياسة
السيسي يخاطب المصريين ذكرى الإطاحة بالإخوان المسلمين ألقى الرئيس المصري عبد الفتاح السيسي كلمة بمناسبة الذكرى الحادية لثورة 30 مؤكدا الطريق يكن سهلا شهد مواجهة الإرهاب بدماء الشهداء وبسالة الرجال تم دحره,سياسة
الهلال السعودي يستعيد الجوير ويوزع تذاكر مجانية لمواجهة مانشستر سيتي أعلن الهلال السعودي تقديم تذاكر مجانية لجماهيره المبتعثين والمبتعثات الولايات المتحدة لحضور المواجهة المرتقبة مانشستر سيتي الإنجليزي كأس العالم للأندية 2025,رياضة
حادث مروع جديد الطريق الصحراوي مصر لقيت طفلة مصرعها وأصيب 17 آخرون بجروح وكسور متفرقة أنحاء الجسم إثر انقلاب سيارة ميكروباص محملة بالعمالة الزراعية واصطدامها بسيارة ملاكي الطريق الصحراوي مصر,اجتماعي
اتفاق الرسوم الجمركية المملكة المتحدة والولايات المتحدة يدخل حيز التنفيذ دخل اتفاق لخفض الرسوم الجمركية الولايات المتحدة والمملكة المتحدة حيز التنفيذ مانحا مصنعي السيارات البريطانيين امتياز الوصول التفضيلي أكبر سوق استهلاكية العالم,اقتصاد
